tab delimited	contribution
magic_version
3.0
>>>>>>>>>>
tab delimited	locations
location	location_type	citations	lat_s	lat_n	lon_w	lon_e
Michipicoten Island	Region	This study	47.7022	47.7244	274.044128	274.3519
Two Island River	Outcrop	This study	47.524091	47.53669	269.06	269.07756
>>>>>>>>>>
tab delimited	sites
site	location	specimens	result_type	result_quality	method_codes	citations	geologic_classes	geologic_types	lithologies	lat	lon	height	age	age_unit	dir_tilt_correction	dir_dec	dir_inc	dir_alpha95	dir_r	dir_k	dir_n_samples	dir_n_specimens_lines	dir_n_specimens_planes	dir_comp_name	dir_polarity	dir_nrm_origin	vgp_lat	vgp_lon	vgp_dp	vgp_dm	vgp_n_samples	description	criteria	software_packages	analysts
SLB08.8a	SLB08.8	LP-DIR-T:SLB08.8a	1.00E-03		g	DA-DIR-GEO:DE-BFL:LP-DIR-T	This study	853	953	K	Extrusive	Lava Flow	Basalt	0	289.1	45.8	9	hem	2	n	p	1.7	0.3	u			pmagpy-3.4.1
SLB08.8a	SLB08.8	LP-DIR-T:SLB08.8a	1.00E-03		g	DA-DIR-TILT:DE-BFL:LP-DIR-T	This study	673	953	K	Extrusive	Lava Flow	Basalt	100	278.3	60.8	19	mag	2	n	p	3.7	0.1	u			pmagpy-3.4.1
SLB08.8a	SLB08.8	LP-DIR-T:SLB08.8a	1.00E-03		g	DA-DIR-TILT:DE-BFL:LP-DIR-T	This study	853	953	K	Extrusive	Lava Flow	Basalt	100	278.2	60.9	9	hem	2	n	p	1.7	0.3	u			pmagpy-3.4.1
SLB08.9a	SLB08.9	LP-DIR-T:SLB08.9a	1.00E-03		g	DA-DIR:DE-BFL:LP-DIR-T	This study	673	953	K	Extrusive	Lava Flow	Basalt	-1	226.9	-10.7	19	mag	2	n	p	2.7	0.4	u			pmagpy-3.4.1
SLB08.9a	SLB08.9	LP-DIR-T:SLB08.9a	1.00E-03		g	DA-DIR:DE-BFL:LP-DIR-T	This study	853	953	K	Extrusive	Lava Flow	Basalt	-1	226.9	-10.5	9	hem	2	n	p	2.1	0.9	u			pmagpy-3.4.1
SLB08.9a	SLB08.9	LP-DIR-T:SLB08.9a	1.00E-03		g	DA-DIR-GEO:DE-BFL:LP-DIR-T	This study	673	953	K	Extrusive	Lava Flow	Basalt	0	289.2	41.4	19	mag	2	n	p	2.7	0.4	u			pmagpy-3.4.1
SLB08.9a	SLB08.9	LP-DIR-T:SLB08.9a	1.00E-03		g	DA-DIR-GEO:DE-BFL:LP-DIR-T	This study	853	953	K	Extrusive	Lava Flow	Basalt	0	289.5	41.4	9	hem	2	n	p	2.1	0.9	u			pmagpy-3.4.1
SLB08.9a	SLB08.9	LP-DIR-T:SLB08.9a	1.00E-03		g	DA-DIR-TILT:DE-BFL:LP-DIR-T	This study	673	953	K	Extrusive	Lava Flow	Basalt	100	280.2	56.6	19	mag	2	n	p	2.7	0.4	u			pmagpy-3.4.1
SLB08.9a	SLB08.9	LP-DIR-T:SLB08.9a	1.00E-03		g	DA-DIR-TILT:DE-BFL:LP-DIR-T	This study	853	953	K	Extrusive	Lava Flow	Basalt	100	280.5	56.6	9	hem	2	n	p	2.1	0.9	u			pmagpy-3.4.1
SLB09.1a	SLB09.1	LP-DIR-T:SLB09.1a	1.00E-03		g	DA-DIR:DE-BFL:LP-DIR-T	This study	573	853	K	Extrusive	Lava Flow	Basalt	-1	231.8	55.8	13	mag	2	n	p	2.7	0.9	u			pmagpy-3.4.1
SLB09.1a	SLB09.1	LP-DIR-T:SLB09.1a	1.00E-03		g	DA-DIR:DE-BFL:LP-DIR-T	This study	868	953	K	Extrusive	Lava Flow	Basalt	-1	231.2	55.2	8	hem	2	n	p	0.8	0.3	u			pmagpy-3.4.1
SLB09.1a	SLB09.1	LP-DIR-T:SLB09.1a	1.00E-03		g	DA-DIR-GEO:DE-BFL:LP-DIR-T	This study	573	853	K	Extrusive	Lava Flow	Basalt	0	288.7	42.5	13	mag	2	n	p	2.7	0.9	u			pmagpy-3.4.1
SLB09.1a	SLB09.1	LP-DIR-T:SLB09.1a	1.00E-03		g	DA-DIR-GEO:DE-BFL:LP-DIR-T	This study	868	953	K	Extrusive	Lava Flow	Basalt	0	288.1	43	8	hem	2	n	p	0.8	0.3	u			pmagpy-3.4.1
SLB09.1a	SLB09.1	LP-DIR-T:SLB09.1a	1.00E-03		g	DA-DIR-TILT:DE-BFL:LP-DIR-T	This study	573	853	K	Extrusive	Lava Flow	Basalt	100	279.1	57.5	13	mag	2	n	p	2.7	0.9	u			pmagpy-3.4.1
SLB09.1a	SLB09.1	LP-DIR-T:SLB09.1a	1.00E-03		g	DA-DIR-TILT:DE-BFL:LP-DIR-T	This study	868	953	K	Extrusive	Lava Flow	Basalt	100	278	57.9	8	hem	2	n	p	0.8	0.3	u			pmagpy-3.4.1
SLB09.3a	SLB09.3	LP-DIR-T:SLB09.3a	1.00E-03		g	DA-DIR:DE-BFL:LP-DIR-T	This study	573	853	K	Extrusive	Lava Flow	Basalt	-1	233.7	35.1	11	mag	2	n	p	3.6	1	u			pmagpy-3.4.1
SLB09.3a	SLB09.3	LP-DIR-T:SLB09.3a	1.00E-03		g	DA-DIR:DE-BFL:LP-DIR-T	This study	868	953	K	Extrusive	Lava Flow	Basalt	-1	231.6	35.9	8	hem	2	n	p	2.4	0.2	u			pmagpy-3.4.1
SLB09.3a	SLB09.3	LP-DIR-T:SLB09.3a	1.00E-03		g	DA-DIR-GEO:DE-BFL:LP-DIR-T	This study	573	853	K	Extrusive	Lava Flow	Basalt	0	247.4	48.1	11	mag	2	n	p	3.6	1	u			pmagpy-3.4.1
SLB09.3a	SLB09.3	LP-DIR-T:SLB09.3a	1.00E-03		g	DA-DIR-GEO:DE-BFL:LP-DIR-T	This study	868	953	K	Extrusive	Lava Flow	Basalt	0	246.1	49.8	8	hem	2	n	p	2.4	0.2	u			pmagpy-3.4.1
SLB09.3a	SLB09.3	LP-DIR-T:SLB09.3a	1.00E-03		g	DA-DIR-TILT:DE-BFL:LP-DIR-T	This study	573	853	K	Extrusive	Lava Flow	Basalt	100	227.3	52.7	11	mag	2	n	p	3.6	1	u			pmagpy-3.4.1
SLB09.3a	SLB09.3	LP-DIR-T:SLB09.3a	1.00E-03		g	DA-DIR-TILT:DE-BFL:LP-DIR-T	This study	868	953	K	Extrusive	Lava Flow	Basalt	100	224.8	53.8	8	hem	2	n	p	2.4	0.2	u			pmagpy-3.4.1
SLB09.4a	SLB09.4	LP-DIR-T:SLB09.4a	1.00E-03		g	DA-DIR:DE-BFL:LP-DIR-T	This study	573	853	K	Extrusive	Lava Flow	Basalt	-1	238.2	34.3	11	mag	2	n	p	7.2	0.9	u			pmagpy-3.4.1
SLB09.4a	SLB09.4	LP-DIR-T:SLB09.4a	1.00E-03		g	DA-DIR:DE-BFL:LP-DIR-T	This study	868	953	K	Extrusive	Lava Flow	Basalt	-1	237.9	33.6	8	hem	2	n	p	0.5	0.6	u			pmagpy-3.4.1
SLB09.4a	SLB09.4	LP-DIR-T:SLB09.4a	1.00E-03		g	DA-DIR-GEO:DE-BFL:LP-DIR-T	This study	573	853	K	Extrusive	Lava Flow	Basalt	0	285.7	45.4	11	mag	2	n	p	7.2	0.9	u			pmagpy-3.4.1
SLB09.4a	SLB09.4	LP-DIR-T:SLB09.4a	1.00E-03		g	DA-DIR-GEO:DE-BFL:LP-DIR-T	This study	868	953	K	Extrusive	Lava Flow	Basalt	0	284.7	45.1	8	hem	2	n	p	0.5	0.6	u			pmagpy-3.4.1
SLB09.4a	SLB09.4	LP-DIR-T:SLB09.4a	1.00E-03		g	DA-DIR-TILT:DE-BFL:LP-DIR-T	This study	573	853	K	Extrusive	Lava Flow	Basalt	100	273.7	59.9	11	mag	2	n	p	7.2	0.9	u			pmagpy-3.4.1
SLB09.4a	SLB09.4	LP-DIR-T:SLB09.4a	1.00E-03		g	DA-DIR-TILT:DE-BFL:LP-DIR-T	This study	868	953	K	Extrusive	Lava Flow	Basalt	100	272.5	59.4	8	hem	2	n	p	0.5	0.6	u			pmagpy-3.4.1
SLB09.5a	SLB09.5	LP-DIR-T:SLB09.5a	1.00E-03		g	DA-DIR:DE-BFL:LP-DIR-T	This study	573	853	K	Extrusive	Lava Flow	Basalt	-1	242.7	34.7	11	mag	2	n	p	4.1	0.9	u			pmagpy-3.4.1
SLB09.5a	SLB09.5	LP-DIR-T:SLB09.5a	1.00E-03		g	DA-DIR:DE-BFL:LP-DIR-T	This study	868	953	K	Extrusive	Lava Flow	Basalt	-1	241.9	34.1	8	hem	2	n	p	1	1	u			pmagpy-3.4.1
SLB09.5a	SLB09.5	LP-DIR-T:SLB09.5a	1.00E-03		g	DA-DIR-GEO:DE-BFL:LP-DIR-T	This study	573	853	K	Extrusive	Lava Flow	Basalt	0	289	42.7	11	mag	2	n	p	4.1	0.9	u			pmagpy-3.4.1
SLB09.5a	SLB09.5	LP-DIR-T:SLB09.5a	1.00E-03		g	DA-DIR-GEO:DE-BFL:LP-DIR-T	This study	868	953	K	Extrusive	Lava Flow	Basalt	0	287.9	42.8	8	hem	2	n	p	1	1	u			pmagpy-3.4.1
SLB09.5a	SLB09.5	LP-DIR-T:SLB09.5a	1.00E-03		g	DA-DIR-TILT:DE-BFL:LP-DIR-T	This study	573	853	K	Extrusive	Lava Flow	Basalt	100	279.4	57.8	11	mag	2	n	p	4.1	0.9	u			pmagpy-3.4.1
SLB09.5a	SLB09.5	LP-DIR-T:SLB09.5a	1.00E-03		g	DA-DIR-TILT:DE-BFL:LP-DIR-T	This study	868	953	K	Extrusive	Lava Flow	Basalt	100	277.8	57.8	8	hem	2	n	p	1	1	u			pmagpy-3.4.1
SLB09.6a	SLB09.6	LP-DIR-T:SLB09.6a	1.00E-03		g	DA-DIR:DE-BFL:LP-DIR-T	This study	573	853	K	Extrusive	Lava Flow	Basalt	-1	277.7	44.6	11	mag	2	n	p	4.6	1.1	u			pmagpy-3.4.1
SLB09.6a	SLB09.6	LP-DIR-T:SLB09.6a	1.00E-03		g	DA-DIR:DE-BFL:LP-DIR-T	This study	868	953	K	Extrusive	Lava Flow	Basalt	-1	273.9	44.2	8	hem	2	n	p	0.6	0.7	u			pmagpy-3.4.1
SLB09.6a	SLB09.6	LP-DIR-T:SLB09.6a	1.00E-03		g	DA-DIR-GEO:DE-BFL:LP-DIR-T	This study	573	853	K	Extrusive	Lava Flow	Basalt	0	303.3	30.2	11	mag	2	n	p	4.6	1.1	u			pmagpy-3.4.1
SLB09.6a	SLB09.6	LP-DIR-T:SLB09.6a	1.00E-03		g	DA-DIR-GEO:DE-BFL:LP-DIR-T	This study	868	953	K	Extrusive	Lava Flow	Basalt	0	300.6	31.8	8	hem	2	n	p	0.6	0.7	u			pmagpy-3.4.1
SLB09.6a	SLB09.6	LP-DIR-T:SLB09.6a	1.00E-03		g	DA-DIR-TILT:DE-BFL:LP-DIR-T	This study	573	853	K	Extrusive	Lava Flow	Basalt	100	300.9	47	11	mag	2	n	p	4.6	1.1	u			pmagpy-3.4.1
SLB09.6a	SLB09.6	LP-DIR-T:SLB09.6a	1.00E-03		g	DA-DIR-TILT:DE-BFL:LP-DIR-T	This study	868	953	K	Extrusive	Lava Flow	Basalt	100	297.4	48.4	8	hem	2	n	p	0.6	0.7	u			pmagpy-3.4.1
SLB09.7a	SLB09.7	LP-DIR-T:SLB09.7a	1.00E-03		g	DA-DIR:DE-BFL:LP-DIR-T	This study	573	853	K	Extrusive	Lava Flow	Basalt	-1	269.3	45.2	11	mag	2	n	p	2.4	0.2	u			pmagpy-3.4.1
SLB09.7a	SLB09.7	LP-DIR-T:SLB09.7a	1.00E-03		g	DA-DIR:DE-BFL:LP-DIR-T	This study	868	953	K	Extrusive	Lava Flow	Basalt	-1	268.7	45.1	8	hem	2	n	p	1	0.5	u			pmagpy-3.4.1
SLB09.7a	SLB09.7	LP-DIR-T:SLB09.7a	1.00E-03		g	DA-DIR-GEO:DE-BFL:LP-DIR-T	This study	573	853	K	Extrusive	Lava Flow	Basalt	0	296.9	35.4	11	mag	2	n	p	2.4	0.2	u			pmagpy-3.4.1
SLB09.7a	SLB09.7	LP-DIR-T:SLB09.7a	1.00E-03		g	DA-DIR-GEO:DE-BFL:LP-DIR-T	This study	868	953	K	Extrusive	Lava Flow	Basalt	0	296.6	35.6	8	hem	2	n	p	1	0.5	u			pmagpy-3.4.1
SLB09.7a	SLB09.7	LP-DIR-T:SLB09.7a	1.00E-03		g	DA-DIR-TILT:DE-BFL:LP-DIR-T	This study	573	853	K	Extrusive	Lava Flow	Basalt	100	292	51.6	11	mag	2	n	p	2.4	0.2	u			pmagpy-3.4.1
SLB09.7a	SLB09.7	LP-DIR-T:SLB09.7a	1.00E-03		g	DA-DIR-TILT:DE-BFL:LP-DIR-T	This study	868	953	K	Extrusive	Lava Flow	Basalt	100	291.5	51.8	8	hem	2	n	p	1	0.5	u			pmagpy-3.4.1
SLB09.8a	SLB09.8	LP-DIR-T:SLB09.8a	1.00E-03		g	DA-DIR:DE-BFL:LP-DIR-T	This study	573	853	K	Extrusive	Lava Flow	Basalt	-1	246.6	46.9	11	mag	2	n	p	2.5	0.3	u			pmagpy-3.4.1
SLB09.8a	SLB09.8	LP-DIR-T:SLB09.8a	1.00E-03		g	DA-DIR:DE-BFL:LP-DIR-T	This study	868	953	K	Extrusive	Lava Flow	Basalt	-1	246.9	46.7	8	hem	2	n	p	1	0.2	u			pmagpy-3.4.1
SLB09.8a	SLB09.8	LP-DIR-T:SLB09.8a	1.00E-03		g	DA-DIR-GEO:DE-BFL:LP-DIR-T	This study	573	853	K	Extrusive	Lava Flow	Basalt	0	296.4	40.4	11	mag	2	n	p	2.5	0.3	u			pmagpy-3.4.1
SLB09.8a	SLB09.8	LP-DIR-T:SLB09.8a	1.00E-03		g	DA-DIR-GEO:DE-BFL:LP-DIR-T	This study	868	953	K	Extrusive	Lava Flow	Basalt	0	296.2	40.2	8	hem	2	n	p	1	0.2	u			pmagpy-3.4.1
SLB09.8a	SLB09.8	LP-DIR-T:SLB09.8a	1.00E-03		g	DA-DIR-TILT:DE-BFL:LP-DIR-T	This study	573	853	K	Extrusive	Lava Flow	Basalt	100	290.2	56.6	11	mag	2	n	p	2.5	0.3	u			pmagpy-3.4.1
SLB09.8a	SLB09.8	LP-DIR-T:SLB09.8a	1.00E-03		g	DA-DIR-TILT:DE-BFL:LP-DIR-T	This study	868	953	K	Extrusive	Lava Flow	Basalt	100	290	56.3	8	hem	2	n	p	1	0.2	u			pmagpy-3.4.1
SLB10.10a	SLB10.10	LP-DIR-T:SLB10.10a	1.00E-03		g	DA-DIR:DE-BFL:LP-DIR-T	This study	573	853	K	Extrusive	Lava Flow	Basalt	-1	177.8	-3.4	11	mag	2	n	p	2.3	2.5	u			pmagpy-3.4.1
SLB10.10a	SLB10.10	LP-DIR-T:SLB10.10a	1.00E-03		g	DA-DIR:DE-BFL:LP-DIR-T	This study	868	953	K	Extrusive	Lava Flow	Basalt	-1	178.3	1.1	8	hem	2	n	p	3.4	1.3	u			pmagpy-3.4.1
SLB10.10a	SLB10.10	LP-DIR-T:SLB10.10a	1.00E-03		g	DA-DIR-GEO:DE-BFL:LP-DIR-T	This study	573	853	K	Extrusive	Lava Flow	Basalt	0	276.5	-1.6	11	mag	2	n	p	2.3	2.5	u			pmagpy-3.4.1
SLB10.10a	SLB10.10	LP-DIR-T:SLB10.10a	1.00E-03		g	DA-DIR-GEO:DE-BFL:LP-DIR-T	This study	868	953	K	Extrusive	Lava Flow	Basalt	0	276	-6.1	8	hem	2	n	p	3.4	1.3	u			pmagpy-3.4.1
SLB10.10a	SLB10.10	LP-DIR-T:SLB10.10a	1.00E-03		g	DA-DIR-TILT:DE-BFL:LP-DIR-T	This study	573	853	K	Extrusive	Lava Flow	Basalt	100	271.7	38.4	11	mag	2	n	p	2.3	2.5	u			pmagpy-3.4.1
SLB10.10a	SLB10.10	LP-DIR-T:SLB10.10a	1.00E-03		g	DA-DIR-TILT:DE-BFL:LP-DIR-T	This study	868	953	K	Extrusive	Lava Flow	Basalt	100	272.5	33.9	8	hem	2	n	p	3.4	1.3	u			pmagpy-3.4.1
SLB10.1a	SLB10.1	LP-DIR-T:SLB10.1a	1.00E-03		g	DA-DIR:DE-BFL:LP-DIR-T	This study	573	853	K	Extrusive	Lava Flow	Basalt	-1	263.2	3	11	mag	2	n	p	2.9	1	u			pmagpy-3.4.1
SLB10.1a	SLB10.1	LP-DIR-T:SLB10.1a	1.00E-03		g	DA-DIR:DE-BFL:LP-DIR-T	This study	868	953	K	Extrusive	Lava Flow	Basalt	-1	261.2	3.6	8	hem	2	n	p	2.7	3.9	u			pmagpy-3.4.1
SLB10.1a	SLB10.1	LP-DIR-T:SLB10.1a	1.00E-03		g	DA-DIR-GEO:DE-BFL:LP-DIR-T	This study	573	853	K	Extrusive	Lava Flow	Basalt	0	272	5.6	11	mag	2	n	p	2.9	1	u			pmagpy-3.4.1
SLB10.1a	SLB10.1	LP-DIR-T:SLB10.1a	1.00E-03		g	DA-DIR-GEO:DE-BFL:LP-DIR-T	This study	868	953	K	Extrusive	Lava Flow	Basalt	0	270.5	7.1	8	hem	2	n	p	2.7	3.9	u			pmagpy-3.4.1
SLB10.1a	SLB10.1	LP-DIR-T:SLB10.1a	1.00E-03		g	DA-DIR-TILT:DE-BFL:LP-DIR-T	This study	573	853	K	Extrusive	Lava Flow	Basalt	100	269.6	18.5	11	mag	2	n	p	2.9	1	u			pmagpy-3.4.1
SLB10.1a	SLB10.1	LP-DIR-T:SLB10.1a	1.00E-03		g	DA-DIR-TILT:DE-BFL:LP-DIR-T	This study	868	953	K	Extrusive	Lava Flow	Basalt	100	267.7	19.6	8	hem	2	n	p	2.7	3.9	u			pmagpy-3.4.1
SLB10.2a	SLB10.2	LP-DIR-T:SLB10.2a	1.00E-03		g	DA-DIR:DE-BFL:LP-DIR-T	This study	573	853	K	Extrusive	Lava Flow	Basalt	-1	280.8	17	11	mag	2	n	p	2.1	1.9	u			pmagpy-3.4.1
SLB10.2a	SLB10.2	LP-DIR-T:SLB10.2a	1.00E-03		g	DA-DIR:DE-BFL:LP-DIR-T	This study	868	953	K	Extrusive	Lava Flow	Basalt	-1	279.2	19.5	8	hem	2	n	p	1.4	1.6	u			pmagpy-3.4.1
SLB10.2a	SLB10.2	LP-DIR-T:SLB10.2a	1.00E-03		g	DA-DIR-GEO:DE-BFL:LP-DIR-T	This study	573	853	K	Extrusive	Lava Flow	Basalt	0	271.3	6.9	11	mag	2	n	p	2.1	1.9	u			pmagpy-3.4.1
SLB10.2a	SLB10.2	LP-DIR-T:SLB10.2a	1.00E-03		g	DA-DIR-GEO:DE-BFL:LP-DIR-T	This study	868	953	K	Extrusive	Lava Flow	Basalt	0	271.6	9.8	8	hem	2	n	p	1.4	1.6	u			pmagpy-3.4.1
SLB10.2a	SLB10.2	LP-DIR-T:SLB10.2a	1.00E-03		g	DA-DIR-TILT:DE-BFL:LP-DIR-T	This study	573	853	K	Extrusive	Lava Flow	Basalt	100	268.6	19.6	11	mag	2	n	p	2.1	1.9	u			pmagpy-3.4.1
SLB10.2a	SLB10.2	LP-DIR-T:SLB10.2a	1.00E-03		g	DA-DIR-TILT:DE-BFL:LP-DIR-T	This study	868	953	K	Extrusive	Lava Flow	Basalt	100	268.3	22.5	8	hem	2	n	p	1.4	1.6	u			pmagpy-3.4.1
SLB10.3a	SLB10.3	LP-DIR-T:SLB10.3a	1.00E-03		g	DA-DIR:DE-BFL:LP-DIR-T	This study	573	853	K	Extrusive	Lava Flow	Basalt	-1	262	7.5	11	mag	2	n	p	3.7	3	u			pmagpy-3.4.1
SLB10.3a	SLB10.3	LP-DIR-T:SLB10.3a	1.00E-03		g	DA-DIR:DE-BFL:LP-DIR-T	This study	868	953	K	Extrusive	Lava Flow	Basalt	-1	260.1	12.3	8	hem	2	n	p	1.6	1.1	u			pmagpy-3.4.1
SLB10.3a	SLB10.3	LP-DIR-T:SLB10.3a	1.00E-03		g	DA-DIR-GEO:DE-BFL:LP-DIR-T	This study	573	853	K	Extrusive	Lava Flow	Basalt	0	259.3	10.8	11	mag	2	n	p	3.7	3	u			pmagpy-3.4.1
SLB10.3a	SLB10.3	LP-DIR-T:SLB10.3a	1.00E-03		g	DA-DIR-GEO:DE-BFL:LP-DIR-T	This study	868	953	K	Extrusive	Lava Flow	Basalt	0	260.8	15.7	8	hem	2	n	p	1.6	1.1	u			pmagpy-3.4.1
SLB10.3a	SLB10.3	LP-DIR-T:SLB10.3a	1.00E-03		g	DA-DIR-TILT:DE-BFL:LP-DIR-T	This study	573	853	K	Extrusive	Lava Flow	Basalt	100	255.3	20.7	11	mag	2	n	p	3.7	3	u			pmagpy-3.4.1
SLB10.3a	SLB10.3	LP-DIR-T:SLB10.3a	1.00E-03		g	DA-DIR-TILT:DE-BFL:LP-DIR-T	This study	868	953	K	Extrusive	Lava Flow	Basalt	100	255.5	25.8	8	hem	2	n	p	1.6	1.1	u			pmagpy-3.4.1
SLB10.4a	SLB10.4	LP-DIR-T:SLB10.4a	1.00E-03		g	DA-DIR:DE-BFL:LP-DIR-T	This study	573	853	K	Extrusive	Lava Flow	Basalt	-1	280.2	26.3	11	mag	2	n	p	2	1.3	u			pmagpy-3.4.1
SLB10.4a	SLB10.4	LP-DIR-T:SLB10.4a	1.00E-03		g	DA-DIR:DE-BFL:LP-DIR-T	This study	868	953	K	Extrusive	Lava Flow	Basalt	-1	276.5	26	8	hem	2	n	p	1.2	1.2	u			pmagpy-3.4.1
SLB10.4a	SLB10.4	LP-DIR-T:SLB10.4a	1.00E-03		g	DA-DIR-GEO:DE-BFL:LP-DIR-T	This study	573	853	K	Extrusive	Lava Flow	Basalt	0	272.1	15	11	mag	2	n	p	2	1.3	u			pmagpy-3.4.1
SLB10.4a	SLB10.4	LP-DIR-T:SLB10.4a	1.00E-03		g	DA-DIR-GEO:DE-BFL:LP-DIR-T	This study	868	953	K	Extrusive	Lava Flow	Basalt	0	269.2	16.8	8	hem	2	n	p	1.2	1.2	u			pmagpy-3.4.1
SLB10.4a	SLB10.4	LP-DIR-T:SLB10.4a	1.00E-03		g	DA-DIR-TILT:DE-BFL:LP-DIR-T	This study	573	853	K	Extrusive	Lava Flow	Basalt	100	267.6	27.6	11	mag	2	n	p	2	1.3	u			pmagpy-3.4.1
SLB10.4a	SLB10.4	LP-DIR-T:SLB10.4a	1.00E-03		g	DA-DIR-TILT:DE-BFL:LP-DIR-T	This study	868	953	K	Extrusive	Lava Flow	Basalt	100	264.1	28.8	8	hem	2	n	p	1.2	1.2	u			pmagpy-3.4.1
SLB10.5a	SLB10.5	LP-DIR-T:SLB10.5a	1.00E-03		g	DA-DIR:DE-BFL:LP-DIR-T	This study	573	853	K	Extrusive	Lava Flow	Basalt	-1	129.5	-27.4	11	mag	2	n	p	1.3	1	u			pmagpy-3.4.1
SLB10.5a	SLB10.5	LP-DIR-T:SLB10.5a	1.00E-03		g	DA-DIR:DE-BFL:LP-DIR-T	This study	868	953	K	Extrusive	Lava Flow	Basalt	-1	134.8	-26.8	8	hem	2	n	p	2.3	0.6	u			pmagpy-3.4.1
SLB10.5a	SLB10.5	LP-DIR-T:SLB10.5a	1.00E-03		g	DA-DIR-GEO:DE-BFL:LP-DIR-T	This study	573	853	K	Extrusive	Lava Flow	Basalt	0	270	20.6	11	mag	2	n	p	1.3	1	u			pmagpy-3.4.1
SLB10.5a	SLB10.5	LP-DIR-T:SLB10.5a	1.00E-03		g	DA-DIR-GEO:DE-BFL:LP-DIR-T	This study	868	953	K	Extrusive	Lava Flow	Basalt	0	272.9	24.5	8	hem	2	n	p	2.3	0.6	u			pmagpy-3.4.1
SLB10.5a	SLB10.5	LP-DIR-T:SLB10.5a	1.00E-03		g	DA-DIR-TILT:DE-BFL:LP-DIR-T	This study	573	853	K	Extrusive	Lava Flow	Basalt	100	263.9	32.6	11	mag	2	n	p	1.3	1	u			pmagpy-3.4.1
SLB10.5a	SLB10.5	LP-DIR-T:SLB10.5a	1.00E-03		g	DA-DIR-TILT:DE-BFL:LP-DIR-T	This study	868	953	K	Extrusive	Lava Flow	Basalt	100	266	37.1	8	hem	2	n	p	2.3	0.6	u			pmagpy-3.4.1
SLB10.6a	SLB10.6	LP-DIR-T:SLB10.6a	1.00E-03		g	DA-DIR:DE-BFL:LP-DIR-T	This study	573	853	K	Extrusive	Lava Flow	Basalt	-1	125.1	-30.5	11	mag	2	n	p	1.1	1.2	u			pmagpy-3.4.1
SLB10.6a	SLB10.6	LP-DIR-T:SLB10.6a	1.00E-03		g	DA-DIR:DE-BFL:LP-DIR-T	This study	868	953	K	Extrusive	Lava Flow	Basalt	-1	128.7	-31.1	8	hem	2	n	p	2.7	2.2	u			pmagpy-3.4.1
SLB10.6a	SLB10.6	LP-DIR-T:SLB10.6a	1.00E-03		g	DA-DIR-GEO:DE-BFL:LP-DIR-T	This study	573	853	K	Extrusive	Lava Flow	Basalt	0	264.6	20.3	11	mag	2	n	p	1.1	1.2	u			pmagpy-3.4.1
SLB10.6a	SLB10.6	LP-DIR-T:SLB10.6a	1.00E-03		g	DA-DIR-GEO:DE-BFL:LP-DIR-T	This study	868	953	K	Extrusive	Lava Flow	Basalt	0	267	22.6	8	hem	2	n	p	2.7	2.2	u			pmagpy-3.4.1
SLB10.6a	SLB10.6	LP-DIR-T:SLB10.6a	1.00E-03		g	DA-DIR-TILT:DE-BFL:LP-DIR-T	This study	573	853	K	Extrusive	Lava Flow	Basalt	100	258.2	31.2	11	mag	2	n	p	1.1	1.2	u			pmagpy-3.4.1
SLB10.6a	SLB10.6	LP-DIR-T:SLB10.6a	1.00E-03		g	DA-DIR-TILT:DE-BFL:LP-DIR-T	This study	868	953	K	Extrusive	Lava Flow	Basalt	100	260.1	33.9	8	hem	2	n	p	2.7	2.2	u			pmagpy-3.4.1
SLB10.7a	SLB10.7	LP-DIR-T:SLB10.7a	1.00E-03		g	DA-DIR:DE-BFL:LP-DIR-T	This study	573	853	K	Extrusive	Lava Flow	Basalt	-1	172	-16.1	11	mag	2	n	p	4.4	3	u			pmagpy-3.4.1
SLB10.7a	SLB10.7	LP-DIR-T:SLB10.7a	1.00E-03		g	DA-DIR:DE-BFL:LP-DIR-T	This study	868	953	K	Extrusive	Lava Flow	Basalt	-1	169.6	-12.4	8	hem	2	n	p	1.1	0.4	u			pmagpy-3.4.1
SLB10.7a	SLB10.7	LP-DIR-T:SLB10.7a	1.00E-03		g	DA-DIR-GEO:DE-BFL:LP-DIR-T	This study	573	853	K	Extrusive	Lava Flow	Basalt	0	267.1	14.6	11	mag	2	n	p	4.4	3	u			pmagpy-3.4.1
SLB10.7a	SLB10.7	LP-DIR-T:SLB10.7a	1.00E-03		g	DA-DIR-GEO:DE-BFL:LP-DIR-T	This study	868	953	K	Extrusive	Lava Flow	Basalt	0	264.3	18.1	8	hem	2	n	p	1.1	0.4	u			pmagpy-3.4.1
SLB10.7a	SLB10.7	LP-DIR-T:SLB10.7a	1.00E-03		g	DA-DIR-TILT:DE-BFL:LP-DIR-T	This study	573	853	K	Extrusive	Lava Flow	Basalt	100	262.4	26.2	11	mag	2	n	p	4.4	3	u			pmagpy-3.4.1
SLB10.7a	SLB10.7	LP-DIR-T:SLB10.7a	1.00E-03		g	DA-DIR-TILT:DE-BFL:LP-DIR-T	This study	868	953	K	Extrusive	Lava Flow	Basalt	100	258.6	28.9	8	hem	2	n	p	1.1	0.4	u			pmagpy-3.4.1
SLB10.8a	SLB10.8	LP-DIR-T:SLB10.8a	1.00E-03		g	DA-DIR:DE-BFL:LP-DIR-T	This study	573	853	K	Extrusive	Lava Flow	Basalt	-1	164.8	-13.3	11	mag	2	n	p	7.9	4.5	u			pmagpy-3.4.1
